Date Time, Water Level, Sigma, O or I (for verified), F, R, L, Quality ,id
2021-09-08 00:00,0.554,0.033,0,0,0,0,p,9461710
2021-09-08 00:06,0.604,0.03,0,0,0,0,p,9461710
2021-09-08 00:12,0.564,0.026,0,0,0,0,p,9461710
2021-09-08 00:18,0.64,0.023,0,0,0,0,p,9461710
2021-09-08 00:24,0.61,0.03,0,0,0,0,p,9461710
2021-09-08 00:30,0.541,0.026,0,0,0,0,p,9461710
2021-09-08 00:36,0.6,0.036,0,0,0,0,p,9461710
2021-09-08 00:42,0.692,0.026,0,0,0,0,p,9461710
2021-09-08 00:48,0.679,0.036,0,0,0,0,p,9461710
2021-09-08 00:54,0.732,0.023,0,0,0,0,p,9461710
2021-09-08 01:00,0.814,0.023,0,0,0,0,p,9461710
2021-09-08 01:06,0.745,0.026,0,0,0,0,p,9461710
2021-09-08 01:12,0.781,0.03,0,0,0,0,p,9461710
2021-09-08 01:18,0.883,0.03,0,0,0,0,p,9461710
2021-09-08 01:24,0.906,0.03,0,0,0,0,p,9461710
2021-09-08 01:30,0.896,0.036,0,0,0,0,p,9461710
2021-09-08 01:36,0.889,0.043,0,0,0,0,p,9461710
2021-09-08 01:42,0.958,0.036,0,0,0,0,p,9461710
2021-09-08 01:48,0.984,0.026,0,0,0,0,p,9461710
2021-09-08 01:54,1.037,0.02,0,0,0,0,p,9461710
2021-09-08 02:00,1.056,0.026,0,0,0,0,p,9461710
2021-09-08 02:06,1.073,0.026,0,0,0,0,p,9461710
2021-09-08 02:12,1.168,0.039,0,0,0,0,p,9461710
2021-09-08 02:18,1.112,0.039,0,0,0,0,p,9461710
2021-09-08 02:24,1.099,0.033,0,0,0,0,p,9461710
2021-09-08 02:30,1.207,0.036,0,0,0,0,p,9461710
2021-09-08 02:36,1.247,0.02,0,0,0,0,p,9461710
2021-09-08 02:42,1.234,0.039,0,0,0,0,p,9461710
2021-09-08 02:48,1.253,0.052,0,0,0,0,p,9461710
2021-09-08 02:54,1.296,0.033,0,0,0,0,p,9461710
2021-09-08 03:00,1.378,0.03,0,0,0,0,p,9461710
2021-09-08 03:06,1.381,0.026,0,0,0,0,p,9461710
2021-09-08 03:12,1.352,0.033,0,0,0,0,p,9461710
2021-09-08 03:18,1.375,0.036,0,0,0,0,p,9461710
2021-09-08 03:24,1.43,0.033,0,0,0,0,p,9461710
2021-09-08 03:30,1.467,0.033,0,0,0,0,p,9461710
2021-09-08 03:36,1.463,0.039,0,0,0,0,p,9461710
2021-09-08 03:42,1.49,0.026,0,0,0,0,p,9461710
2021-09-08 03:48,1.539,0.039,0,0,0,0,p,9461710
2021-09-08 03:54,1.542,0.03,0,0,0,0,p,9461710
2021-09-08 04:00,1.578,0.039,0,0,0,0,p,9461710
2021-09-08 04:06,1.663,0.052,0,0,0,0,p,9461710
2021-09-08 04:12,1.555,0.03,0,0,0,0,p,9461710
2021-09-08 04:18,1.581,0.036,0,0,0,0,p,9461710
2021-09-08 04:24,1.647,0.043,0,0,0,0,p,9461710
2021-09-08 04:30,1.657,0.039,0,0,0,0,p,9461710
2021-09-08 04:36,1.591,0.049,0,0,0,0,p,9461710
2021-09-08 04:42,1.713,0.052,0,0,0,0,p,9461710
2021-09-08 04:48,1.795,0.043,0,0,0,0,p,9461710
2021-09-08 04:54,1.67,0.039,0,0,0,0,p,9461710
2021-09-08 05:00,1.732,0.036,0,0,0,0,p,9461710
2021-09-08 05:06,1.765,0.033,0,0,0,0,p,9461710
2021-09-08 05:12,1.742,0.033,0,0,0,0,p,9461710
2021-09-08 05:18,1.65,0.036,0,0,0,0,p,9461710
2021-09-08 05:24,1.713,0.033,0,0,0,0,p,9461710
2021-09-08 05:30,1.814,0.036,0,0,0,0,p,9461710
